Date,Level (m),Level_change (cm),Surface_water_temperature (Celcius),Air_temperature_low (Celcius),Air_temperature_high (Celcius),Code,Bridge_clearance (m),,,,,,,,,
2020-05-17,347.39,9.1,11.7,14.8,20.1,ccr,5.128,,,,,,,,,
2020-05-18,347.48,9,8.9,14.5,26.3,scr,5.038,,,,,,,,,
2020-05-19,347.561,8.1,10.6,12.9,31.1,sss,4.957,,,,,,,,,
2020-05-20,347.643,8.2,10.6,13.5,34.4,scr,4.875,,,,,,,,,
2020-05-21,347.748,10.5,12.2,14.3,21.5,ccr,4.77,,,,,,,,,
2020-05-22,347.859,11.1,12.2,12.1,17.9,crr,4.659,,,,,,,,,
2020-05-23,347.956,9.7,12.2,12.3,24.3,ccr,4.562,,,,,,,,,
2020-05-24,348.054,9.8,11.7,14.1,22.7,ccc,4.464,,,,,,,,,
2020-05-25,348.143,8.9,12.2,15.8,20.2,crr,4.375,,,,,,,,,
2020-05-26,348.261,11.8,11.7,15.5,26.1,ssc,4.257,,,,,,,,,
2020-05-27,348.373,11.2,12.2,10.9,33.7,sss,4.145,,,,,,,,,
2020-05-28,348.44,6.7,11.7,13.5,33.1,ccc,4.078,,,,,,,,,
2020-05-29,348.495,5.5,12.2,14.7,27,scc,4.023,,,,,,,,,
2020-05-30,348.556,6.1,11.7,17.1,26.7,ccr,3.962,,,,,,,,,
2020-05-31,348.636,8,11.7,13.3,26.5,crr,3.882,,,,,,,,,
2020-06-01,348.751,11.5,8.9,12.7,24.3,ssc,3.767,,,,,,,,,
2020-06-02,348.841,9,11.7,13.1,21.9,scr,3.677,,,,,,,,,
2020-06-03,348.916,7.5,7.8,13.5,22,ssc,3.602,,,,,,,,,
2020-06-04,348.944,2.8,11.7,14.3,24.9,scr,3.574,,,,,,,,,
2020-06-05,348.955,1.1,12.2,12.2,25.7,scc,3.563,,,,,,,,,
2020-06-06,348.964,0.9,11.7,11,24.3,scr,3.554,,,,,,,,,
2020-06-07,348.958,-0.6,11.7,10.1,21.7,scc,3.56,,,,,,,,,
2020-06-08,348.937,-2.1,12.2,11.6,21.9,ccr,3.581,,,,,,,,,
2020-06-09,348.893,-4.4,11.7,7.6,18.1,crr,3.625,,,,,,,,,
2020-06-10,348.856,-3.7,12.8,12.9,22.7,scr,3.662,,,,,,,,,
2020-06-11,348.839,-1.7,11.1,14.5,21.9,ccr,3.679,,,,,,,,,
2020-06-12,348.838,-0.1,11.1,14.9,22.7,scr,3.68,,,,,,,,,
2020-06-13,348.901,6.3,12.2,12.4,17.9,rrr,3.617,,,,,,,,,
2020-06-14,348.968,6.7,12.2,11.1,14.2,rrr,3.55,,,,,,,,,
2020-06-15,349.015,4.7,12.8,11.5,21.1,scr,3.503,,,,,,,,,
2020-06-16,349.053,3.8,13.3,13.2,27.8,ssc,3.465,,,,,,,,,
