Date,Level (m),Level_change (cm),Surface_water_temperature (Celcius),Air_temperature_low (Celcius),Air_temperature_high (Celcius),Code,Bridge_clearance (m),,,,,,,,,
2008-11-12,345.756,1.1,13.3,3.4,8.7,scr,6.762,,,,,,,,,
2008-11-13,345.768,1.2,13.3,-1.7,11.2,ssc,6.75,,,,,,,,,
2008-11-14,345.776,0.8,13.3,-2.3,5.3,ccc,6.742,,,,,,,,,
2008-11-15,345.785,0.9,13.3,3.3,6.5,ccr,6.733,,,,,,,,,
2008-11-16,345.793,0.8,13.3,3.9,6.8,ccr,6.725,,,,,,,,,
2008-11-17,345.802,0.9,13.3,4,12.4,ccr,6.716,,,,,,,,,
2008-11-18,345.809,0.7,13.3,1.1,8.4,scr,6.709,,,,,,,,,
2008-11-19,345.817,0.8,13.3,-2.2,6.4,ssc,6.701,,,,,,,,,
2008-11-20,345.823,0.6,12.8,-4.2,3.5,crx,6.695,,,,,,,,,
2008-11-21,345.828,0.5,12.8,0.4,6.2,ccr,6.69,,,,,,,,,
2008-11-22,345.836,0.8,12.8,-1.1,8.3,ssc,6.682,,,,,,,,,
2008-11-23,345.841,0.5,12.8,-1.6,5.9,scc,6.677,,,,,,,,,
2008-11-24,345.843,0.2,12.8,-1.2,3.7,scc,6.675,,,,,,,,,
2008-11-25,345.839,-0.4,12.2,-0.5,4.3,ccc,6.679,,,,,,,,,
2008-11-26,345.831,-0.8,12.2,-3.3,5.5,scr,6.687,,,,,,,,,
2008-11-27,345.817,-1.4,12.2,-3.7,2.5,ssc,6.701,,,,,,,,,
2008-11-28,345.806,-1.1,12.2,-0.3,2.7,crx,6.712,,,,,,,,,
2008-11-29,345.799,-0.7,12.2,0.9,3.3,ccr,6.719,,,,,,,,,
2008-11-30,345.795,-0.4,12.2,1.7,5.2,ccr,6.723,,,,,,,,,
2008-12-01,345.792,-0.3,12.2,2.6,6.3,ccr,6.726,,,,,,,,,
2008-12-02,345.787,-0.5,12.2,-3.3,5.9,scr,6.731,,,,,,,,,
2008-12-03,345.779,-0.8,12.2,-3.9,2.3,scc,6.739,,,,,,,,,
2008-12-04,345.772,-0.7,12.2,-2.3,1.2,scc,6.746,,,,,,,,,
2008-12-05,345.761,-1.1,11.7,-2.2,5.1,xxx,6.757,,,,,,,,,
2008-12-06,345.755,-0.6,11.7,-0.6,2.3,cxx,6.763,,,,,,,,,
2008-12-07,345.751,-0.4,11.7,0.7,4.3,ccr,6.767,,,,,,,,,
2008-12-08,345.744,-0.7,11.7,0.6,5.2,ccr,6.774,,,,,,,,,
2008-12-09,345.739,-0.5,11.7,0.7,2.7,crx,6.779,,,,,,,,,
2008-12-10,345.742,0.3,9.4,1,3.7,ccr,6.776,,,,,,,,,
2008-12-11,345.748,0.6,9.4,-0.3,3.1,ccc,6.77,,,,,,,,,
2008-12-12,345.753,0.5,9.4,-0.9,2.7,xxx,6.765,,,,,,,,,
2008-12-13,345.751,-0.2,8.3,-8.7,3.9,ccx,6.767,,,,,,,,,
2008-12-14,345.747,-0.4,8.3,-13.5,-3.5,ssc,6.771,,,,,,,,,
2008-12-15,345.741,-0.6,8.3,-19,-8.3,ssc,6.777,,,,,,,,,
2008-12-16,345.736,-0.5,6.7,-15.5,-10.6,scx,6.782,,,,,,,,,
2008-12-17,345.707,-2.9,6.7,-13.3,-9.1,ccx,6.811,,,,,,,,,
2008-12-18,345.669,-3.8,6.7,-12.1,-5.3,ccx,6.849,,,,,,,,,
2008-12-19,345.637,-3.2,6.7,-18.9,-9.1,cxx,6.881,,,,,,,,,
2008-12-20,345.591,-4.6,5,-22.4,-16.6,scc,6.927,,,,,,,,,
2008-12-21,345.578,-1.3,5,-20.6,-10.3,cxx,6.94,,,,,,,,,
2008-12-22,345.569,-0.9,5,-15.7,-8,scx,6.949,,,,,,,,,
2008-12-23,345.562,-0.7,5,-14.9,-6.3,scx,6.956,,,,,,,,,
2008-12-24,345.554,-0.8,5,-12.3,-6.9,cxx,6.964,,,,,,,,,
2008-12-25,345.547,-0.7,5,-8.5,-1.7,ccx,6.971,,,,,,,,,
2008-12-26,345.538,-0.9,3.9,-6.3,-3.8,ccx,6.98,,,,,,,,,
2008-12-27,345.527,-1.1,3.9,-5.3,0.1,ccx,6.991,,,,,,,,,
2008-12-28,345.519,-0.8,3.9,-4.9,0.5,ccx,6.999,,,,,,,,,
2008-12-29,345.512,-0.7,3.9,-5.3,1.1,ccx,7.006,,,,,,,,,
2008-12-30,345.504,-0.8,3.9,-7.3,0.7,ccc,7.014,,,,,,,,,
2008-12-31,345.495,-0.9,3.3,-6.7,5.3,scc,7.023,,,,,,,,,
2009-01-01,345.487,-0.8,3.3,-6.3,-0.7,cxx,7.031,,,,,,,,,
2009-01-02,345.481,-0.6,2.8,-16.3,0.8,ccx,7.037,,,,,,,,,
2009-01-03,345.475,-0.6,2.8,-17.9,-7.7,ccx,7.043,,,,,,,,,
2009-01-04,345.466,-0.9,2.8,-8.9,-4.1,cxx,7.052,,,,,,,,,
2009-01-05,345.459,-0.7,2.8,-5,-1.3,ccx,7.059,,,,,,,,,
2009-01-06,345.453,-0.6,2.2,-7.2,-0.6,xxx,7.065,,,,,,,,,
2009-01-07,345.448,-0.5,2.2,-1.5,9.8,crx,7.07,,,,,,,,,
2009-01-08,345.441,-0.7,2.2,-4.7,3,ccr,7.077,,,,,,,,,
2009-01-09,345.439,-0.2,2.2,-5.3,1.1,ccc,7.079,,,,,,,,,
2009-01-10,345.435,-0.4,2.2,-1.9,1.4,ccx,7.083,,,,,,,,,
2009-01-11,345.429,-0.6,2.2,0.3,5.8,scx,7.089,,,,,,,,,
2009-01-12,345.427,-0.2,1.7,0.4,2.5,ccc,7.091,,,,,,,,,
2009-01-13,345.432,0.5,1.7,0.3,3.2,ccc,7.086,,,,,,,,,
2009-01-14,345.438,0.6,1.7,0.5,2.9,ccc,7.08,,,,,,,,,
2009-01-15,345.445,0.7,1.7,0.1,1.7,ccr,7.073,,,,,,,,,
2009-01-16,345.451,0.6,1.7,0.3,2.5,ccc,7.067,,,,,,,,,
2009-01-17,345.454,0.3,1.7,-0.1,2.7,ccc,7.064,,,,,,,,,
2009-01-18,345.449,-0.5,1.7,-0.5,1.9,ccx,7.069,,,,,,,,,
2009-01-19,345.432,-1.7,1.7,-1.9,0.9,ccc,7.086,,,,,,,,,
2009-01-20,345.418,-1.4,1.7,-2.9,-0.3,ccc,7.1,,,,,,,,,
2009-01-21,345.405,-1.3,1.7,-3.4,-1.5,ccc,7.113,,,,,,,,,
2009-01-22,345.389,-1.6,1.1,-3.7,-1.3,ccc,7.129,,,,,,,,,
2009-01-23,345.374,-1.5,1.1,-4.7,-1.5,scx,7.144,,,,,,,,,
2009-01-24,345.371,-0.3,1.1,-6.9,-3.7,ccx,7.147,,,,,,,,,
2009-01-25,345.366,-0.5,1.1,-11.7,-5.9,ssc,7.152,,,,,,,,,
2009-01-26,345.362,-0.4,1.1,-13.4,-6.4,ssc,7.156,,,,,,,,,
2009-01-27,345.357,-0.5,1.1,-10.9,-5.8,xxx,7.161,,,,,,,,,
2009-01-28,345.351,-0.6,1.1,-9.3,-2.9,ccc,7.167,,,,,,,,,
2009-01-29,345.348,-0.3,1.1,-7,1.9,scx,7.17,,,,,,,,,
2009-01-30,345.342,-0.6,1.1,-7.6,2.4,scx,7.176,,,,,,,,,
2009-01-31,345.339,-0.3,1.1,-6,4.5,ssc,7.179,,,,,,,,,
2009-02-01,345.335,-0.4,1.1,-5,0.1,cxx,7.183,,,,,,,,,
2009-02-02,345.333,-0.2,1.1,-1.3,2.7,cxx,7.185,,,,,,,,,
2009-02-03,345.334,0.1,1.1,-2,2.8,ccc,7.184,,,,,,,,,
2009-02-04,345.333,-0.1,1.1,-2.6,0.4,ccc,7.185,,,,,,,,,
2009-02-05,345.335,0.2,1.1,-2.9,1.5,scc,7.183,,,,,,,,,
2009-02-06,345.336,0.1,1.1,-4.6,3.9,scx,7.182,,,,,,,,,
2009-02-07,345.338,0.2,1.1,-5.7,1.8,ccc,7.18,,,,,,,,,
2009-02-08,345.332,-0.6,1.1,-5.3,5.1,ssc,7.186,,,,,,,,,
2009-02-09,345.327,-0.5,1.1,-6.7,5.9,ssc,7.191,,,,,,,,,
2009-02-10,345.323,-0.4,1.1,-6.3,1.8,ssc,7.195,,,,,,,,,
2009-02-11,345.319,-0.4,1.1,-10.9,0.3,ssc,7.199,,,,,,,,,
2009-02-12,345.317,-0.2,1.1,-8.3,0.7,cxx,7.201,,,,,,,,,
2009-02-13,345.313,-0.4,1.1,-7.7,1.3,ssc,7.205,,,,,,,,,
2009-02-14,345.309,-0.4,1.1,-11.3,2.1,ssc,7.209,,,,,,,,,
2009-02-15,345.306,-0.3,1.1,-8.5,1.9,scx,7.212,,,,,,,,,
2009-02-16,345.301,-0.5,1.1,-8.9,0.7,ssc,7.217,,,,,,,,,
2009-02-17,345.298,-0.3,1.1,-10.7,0.4,ssc,7.22,,,,,,,,,
2009-02-18,345.294,-0.4,1.1,-7.3,1.1,ssc,7.224,,,,,,,,,
2009-02-19,345.289,-0.5,1.7,-10.7,2.5,ssc,7.229,,,,,,,,,
2009-02-20,345.285,-0.4,1.7,-10.9,2,sss,7.233,,,,,,,,,
2009-02-21,345.289,0.4,1.7,-11.7,4.3,sss,7.229,,,,,,,,,
2009-02-22,345.296,0.7,1.7,-11.7,1.8,ssc,7.222,,,,,,,,,
2009-02-23,345.304,0.8,1.7,-1.7,4.4,ccx,7.214,,,,,,,,,
2009-02-24,345.313,0.9,1.7,0.3,4.1,ccc,7.205,,,,,,,,,
2009-02-25,345.322,0.9,1.7,-5.5,0.9,ccx,7.196,,,,,,,,,
2009-02-26,345.329,0.7,1.7,-15.1,-0.8,scx,7.189,,,,,,,,,
2009-02-27,345.338,0.9,1.7,-18.8,-1.2,0.9,7.18,,,,,,,,,
2009-02-28,345.351,1.3,1.7,-14.9,1.1,ssc,7.167,,,,,,,,,
2009-03-01,345.377,2.6,2.2,-2.4,4.7,scx,7.141,,,,,,,,,
2009-03-02,345.408,3.1,2.2,-1.3,9,scr,7.11,,,,,,,,,
2009-03-03,345.441,3.3,2.2,-1.1,7.9,ssc,7.077,,,,,,,,,
2009-03-04,345.475,3.4,2.2,0.7,9.1,scc,7.043,,,,,,,,,
2009-03-05,345.511,3.6,2.2,-8.7,2.4,ssc,7.007,,,,,,,,,
2009-03-06,345.551,4.1,2.2,-9.3,1.6,ssc,6.967,,,,,,,,,
2009-03-07,345.549,-0.3,2.2,-5.1,2.9,scx,6.969,,,,,,,,,
2009-03-08,345.522,-2.7,2.2,-5.7,0.1,scx,6.996,,,,,,,,,
2009-03-09,345.498,-2.4,2.2,-9.8,-1.3,scx,7.02,,,,,,,,,
2009-03-10,345.455,-4.3,2.2,-14,-4.6,sss,7.063,,,,,,,,,
2009-03-11,345.431,-2.4,2.2,-17.4,-0.8,sss,7.087,,,,,,,,,
2009-03-12,345.393,-3.8,2.2,-12.6,1.8,ssc,7.125,,,,,,,,,
2009-03-13,345.358,-3.5,2.2,-5.5,3.6,ccc,7.16,,,,,,,,,
2009-03-14,345.324,-3.4,2.2,-0.5,4.5,crx,7.194,,,,,,,,,
2009-03-15,345.292,-3.2,2.2,-1.5,5.9,scx,7.226,,,,,,,,,
2009-03-16,345.259,-3.3,2.2,-0.5,9.1,ssc,7.259,,,,,,,,,
2009-03-17,345.216,-4.3,2.2,-1.7,7.9,scx,7.302,,,,,,,,,
2009-03-18,345.185,-3.1,2.2,-1.5,7.3,ssc,7.333,,,,,,,,,
2009-03-19,345.159,-2.6,2.2,2.3,6.9,scr,7.359,,,,,,,,,
2009-03-20,345.138,-2.1,2.2,1.1,10.9,scr,7.38,,,,,,,,,
2009-03-21,345.126,-1.2,2.2,-2.9,10.1,scr,7.392,,,,,,,,,
2009-03-22,345.112,-1.4,2.2,-1.5,12.7,ssc,7.406,,,,,,,,,
2009-03-23,345.099,-1.3,2.2,-2.4,11.3,ssc,7.419,,,,,,,,,
2009-03-24,345.092,-0.7,2.2,1.5,9.7,scr,7.426,,,,,,,,,
2009-03-25,345.086,-0.6,2.2,-0.6,9.4,ssc,7.432,,,,,,,,,
2009-03-26,345.081,-0.5,2.2,-1.8,11.9,sss,7.437,,,,,,,,,
2009-03-27,345.076,-0.5,2.2,2.1,12.1,ssc,7.442,,,,,,,,,
2009-03-28,345.077,0.1,2.2,1.4,7.9,scr,7.441,,,,,,,,,
2009-03-29,345.079,0.2,2.2,-1.5,11.3,ssc,7.439,,,,,,,,,
2009-03-30,345.077,-0.2,2.2,-2.1,8.3,scc,7.441,,,,,,,,,
2009-03-31,345.092,1.5,2.8,0.1,12.1,ssc,7.426,,,,,,,,,
2009-04-01,345.086,-0.6,2.8,-2.3,7.3,ssc,7.432,,,,,,,,,
2009-04-02,345.084,-0.2,2.8,0.8,9,scx,7.434,,,,,,,,,
2009-04-03,345.093,0.9,2.8,-0.5,10.2,ssc,7.425,,,,,,,,,
2009-04-04,345.095,0.2,2.8,-3.5,12.4,ssc,7.423,,,,,,,,,
2009-04-05,345.097,0.2,2.8,-1.9,16.6,sss,7.421,,,,,,,,,
2009-04-06,345.099,0.2,2.8,1.9,18.7,sss,7.419,,,,,,,,,
2009-04-07,345.109,1,3.3,-0.1,17.9,sss,7.409,,,,,,,,,
2009-04-08,345.118,0.9,3.3,0.7,17.5,ssc,7.4,,,,,,,,,
2009-04-09,345.135,1.7,3.3,1.5,16.1,ssc,7.383,,,,,,,,,
2009-04-10,345.156,2.1,3.3,0.6,17.8,ssc,7.362,,,,,,,,,
2009-04-11,345.18,2.4,3.3,5,13.3,scr,7.338,,,,,,,,,
2009-04-12,345.206,2.6,3.3,3,10.3,ccr,7.312,,,,,,,,,
2009-04-13,345.235,2.9,3.3,2.3,10.9,scr,7.283,,,,,,,,,
2009-04-14,345.268,3.3,3.3,1.2,14.9,ssc,7.25,,,,,,,,,
2009-04-15,345.291,2.3,3.3,-0.8,18.7,ssc,7.227,,,,,,,,,
2009-04-16,345.307,1.6,3.3,-0.1,19.1,ssc,7.211,,,,,,,,,
2009-04-17,345.324,1.7,3.3,4.9,10.8,scr,7.194,,,,,,,,,
2009-04-18,345.364,4,3.9,1.8,13.9,ssc,7.154,,,,,,,,,
2009-04-19,345.392,2.8,3.9,3.9,12.3,scr,7.126,,,,,,,,,
2009-04-20,345.413,2.1,3.9,7.5,18.3,scc,7.105,,,,,,,,,
2009-04-21,345.448,3.5,3.9,7.3,14.7,ssc,7.07,,,,,,,,,
2009-04-22,345.499,5.1,3.9,0.3,15.5,scr,7.019,,,,,,,,,
2009-04-23,345.538,3.9,3.9,-1.1,16.7,ssc,6.98,,,,,,,,,
2009-04-24,345.567,2.9,3.9,-2.1,16.3,ssc,6.951,,,,,,,,,
2009-04-25,345.607,4,3.9,2.3,15.9,ssc,6.911,,,,,,,,,
2009-04-26,345.632,2.5,3.9,0.8,17.5,ssc,6.886,,,,,,,,,
2009-04-27,345.651,1.9,3.9,0.7,15.6,ssc,6.867,,,,,,,,,
2009-04-28,345.676,2.5,3.9,1.4,18.1,ssc,6.842,,,,,,,,,
2009-04-29,345.681,0.5,4.4,4.1,21.5,ssc,6.837,,,,,,,,,
2009-04-30,345.697,1.6,4.4,1.1,22.3,ssc,6.821,,,,,,,,,
2009-05-01,345.721,2.4,4.4,1.7,24.1,ssc,6.797,,,,,,,,,
2009-05-02,345.733,1.2,4.4,3.7,24.8,ssc,6.785,,,,,,,,,
2009-05-03,345.767,3.4,5,7.5,20,scr,6.751,,,,,,,,,
2009-05-04,345.809,4.2,5,3.3,20.7,ssc,6.709,,,,,,,,,
2009-05-05,345.846,3.7,5,5.9,16.3,scr,6.672,,,,,,,,,
2009-05-06,345.897,5.1,5,5.7,19.5,scr,6.621,,,,,,,,,
2009-05-07,345.966,6.9,5.6,6,13.5,crr,6.552,,,,,,,,,
2009-05-08,346.011,4.5,5.6,4.5,20.1,scr,6.507,,,,,,,,,
2009-05-09,346.053,4.2,5.6,3.3,24.9,ssc,6.465,,,,,,,,,
2009-05-10,346.083,3,5.6,3.7,22.3,ssc,6.435,,,,,,,,,
2009-05-11,346.119,3.6,5.6,9.5,20,scr,6.399,,,,,,,,,
2009-05-12,346.152,3.3,5.6,6.7,17.8,ssc,6.366,,,,,,,,,
2009-05-13,346.209,5.7,5.6,6.3,15.5,scr,6.309,,,,,,,,,
2009-05-14,346.266,5.7,6.1,6.1,18.6,scr,6.252,,,,,,,,,
2009-05-15,346.288,2.2,6.1,4.5,23.9,ssc,6.23,,,,,,,,,
2009-05-16,346.315,2.7,6.1,9.1,19.1,scc,6.203,,,,,,,,,
2009-05-17,346.354,3.9,6.1,10.3,24.3,ssc,6.164,,,,,,,,,
2009-05-18,346.413,5.9,6.1,12.5,19.1,scc,6.105,,,,,,,,,
2009-05-19,346.469,5.6,6.1,6.7,16.5,ccr,6.049,,,,,,,,,
2009-05-20,346.538,6.9,6.7,3.9,18.7,scr,5.98,,,,,,,,,
2009-05-21,346.603,6.5,6.7,4.4,24.7,ssc,5.915,,,,,,,,,
2009-05-22,346.646,4.3,11.7,5.8,28.2,ssc,5.872,,,,,,,,,
2009-05-23,346.672,2.6,11.7,10.3,30.7,sss,5.846,,,,,,,,,
2009-05-24,346.719,4.7,12.8,7.1,31.5,sss,5.799,,,,,,,,,
2009-05-25,346.788,6.9,14.4,8.7,30.3,ssc,5.73,,,,,,,,,
2009-05-26,346.839,5.1,14.4,11.3,25.9,scr,5.679,,,,,,,,,
2009-05-27,346.928,8.9,14.4,7.3,29.1,ssc,5.59,,,,,,,,,
2009-05-28,347.016,8.8,15,8.8,26.3,ssc,5.502,,,,,,,,,
2009-05-29,347.085,6.9,15.6,12.3,35.5,ssc,5.433,,,,,,,,,
2009-05-30,347.191,10.6,16.7,13.1,31.1,ssc,5.327,,,,,,,,,
2009-05-31,347.283,9.2,16.7,8.8,30.7,sss,5.235,,,,,,,,,
2009-06-01,347.368,8.5,16.7,7.5,33.1,sss,5.15,,,,,,,,,
2009-06-02,347.444,7.6,16.7,13.3,34.5,sss,5.074,,,,,,,,,
2009-06-03,347.525,8.1,16.7,10.9,34.6,sss,4.993,,,,,,,,,
2009-06-04,347.566,4.1,16.7,11.1,36.1,sss,4.952,,,,,,,,,
2009-06-05,347.646,8,16.1,11.5,30.9,ssc,4.872,,,,,,,,,
2009-06-06,347.714,6.8,16.1,13.1,29.2,ssc,4.804,,,,,,,,,
2009-06-07,347.743,2.9,16.1,10.5,27.3,ssc,4.775,,,,,,,,,
2009-06-08,347.769,2.6,16.1,11.9,30.3,ssc,4.749,,,,,,,,,
2009-06-09,347.793,2.4,16.1,11.8,32.9,ssc,4.725,,,,,,,,,
2009-06-10,347.804,1.1,16.7,12.4,31,ssc,4.714,,,,,,,,,
2009-06-11,347.811,0.7,17.2,12.9,30.5,ssc,4.707,,,,,,,,,
2009-06-12,347.829,1.8,17.2,11.8,32.1,scr,4.689,,,,,,,,,
2009-06-13,347.853,2.4,17.2,12.3,34.3,ssc,4.665,,,,,,,,,
2009-06-14,347.876,2.3,16.7,11.5,30,scr,4.642,,,,,,,,,
2009-06-15,347.892,1.6,16.7,15,32.7,scr,4.626,,,,,,,,,
2009-06-16,347.907,1.5,16.7,12.1,29.2,ssc,4.611,,,,,,,,,
2009-06-17,347.921,1.4,17.8,13.5,24.1,scr,4.597,,,,,,,,,
2009-06-18,347.931,1,18.3,10.8,30.9,scr,4.587,,,,,,,,,
2009-06-19,347.933,0.2,17.8,12.5,25.1,scr,4.585,,,,,,,,,
2009-06-20,347.941,0.8,17.2,12.1,31.9,ssc,4.577,,,,,,,,,
2009-06-21,347.929,-1.2,17.2,10.9,20.6,scr,4.589,,,,,,,,,
2009-06-22,347.909,-2,17.2,12.8,25.3,scc,4.609,,,,,,,,,
2009-06-23,347.878,-3.1,17.2,10.9,28.9,ssc,4.64,,,,,,,,,
2009-06-24,347.852,-2.6,17.2,11.8,29.3,scr,4.666,,,,,,,,,
2009-06-25,347.818,-3.4,17.2,9.1,29.4,ssc,4.7,,,,,,,,,
2009-06-26,347.794,-2.4,17.2,10.8,28.5,ssc,4.724,,,,,,,,,
2009-06-27,347.772,-2.2,17.2,14.4,27.1,ssc,4.746,,,,,,,,,
2009-06-28,347.736,-3.6,17.2,8.8,26.6,ssc,4.782,,,,,,,,,
2009-06-29,347.699,-3.7,17.2,11.7,32,ssc,4.819,,,,,,,,,
2009-06-30,347.658,-4.1,18.3,10.2,29.2,ssc,4.86,,,,,,,,,
2009-07-01,347.607,-5.1,18.9,7.7,34.1,sss,4.911,,,,,,,,,
2009-07-02,347.558,-4.9,18.9,11.1,35.3,sss,4.96,,,,,,,,,
2009-07-03,347.509,-4.9,20,13.8,38.7,sss,5.009,,,,,,,,,
2009-07-04,347.458,-5.1,20.6,13.9,37.9,ssc,5.06,,,,,,,,,
2009-07-05,347.402,-5.6,20.6,14.5,32.1,ssc,5.116,,,,,,,,,
2009-07-06,347.371,-3.1,20.6,13.6,21.6,ccr,5.147,,,,,,,,,
2009-07-07,347.353,-1.8,18.3,12.8,20.7,scr,5.165,,,,,,,,,
2009-07-08,347.316,-3.7,17.8,10.3,24.3,scr,5.202,,,,,,,,,
2009-07-09,347.278,-3.8,18.3,11.7,28.4,scc,5.24,,,,,,,,,
2009-07-10,347.239,-3.9,18.3,12.5,32.8,ssc,5.279,,,,,,,,,
2009-07-11,347.201,-3.8,18.3,12.8,31.9,ssc,5.317,,,,,,,,,
2009-07-12,347.153,-4.8,18.3,13.3,33.6,ssc,5.365,,,,,,,,,
2009-07-13,347.119,-3.4,18.9,16.1,30.5,ssc,5.399,,,,,,,,,
2009-07-14,347.091,-2.8,19.4,15.2,32.5,ssc,5.427,,,,,,,,,
2009-07-15,347.058,-3.3,20,16.1,32.7,ssc,5.46,,,,,,,,,
2009-07-16,346.999,-5.9,20,14.5,37.9,ssc,5.519,,,,,,,,,
2009-07-17,346.961,-3.8,20.6,16.3,39.7,ssc,5.557,,,,,,,,,
2009-07-18,346.928,-3.3,20.6,14.7,36.1,ssc,5.59,,,,,,,,,
2009-07-19,346.886,-4.2,21.7,11,32.7,sss,5.632,,,,,,,,,
2009-07-20,346.849,-3.7,21.7,13,36.8,ssc,5.669,,,,,,,,,
2009-07-21,346.814,-3.5,22.2,12.3,39.9,sss,5.704,,,,,,,,,
2009-07-22,346.773,-4.1,22.2,16.3,39.1,sss,5.745,,,,,,,,,
2009-07-23,346.719,-5.4,22.2,16.7,31.5,ssc,5.799,,,,,,,,,
2009-07-24,346.676,-4.3,22.2,16.3,34.5,scr,5.842,,,,,,,,,
2009-07-25,346.649,-2.7,22.2,16.9,35,ssc,5.869,,,,,,,,,
2009-07-26,346.611,-3.8,21.7,16.6,36.2,ssc,5.907,,,,,,,,,
2009-07-27,346.572,-3.9,21.7,16.1,36.9,ssc,5.946,,,,,,,,,
2009-07-28,346.543,-2.9,21.1,18.7,38,ssc,5.975,,,,,,,,,
2009-07-29,346.572,-3.9,21.7,16.1,36.9,ssc,5.946,,,,,,,,,
2009-07-30,346.543,-2.9,22.2,18.7,38,ssc,5.975,,,,,,,,,
2009-07-31,346.449,-3.6,22.2,18.9,38.5,ssc,6.069,,,,,,,,,
2009-08-01,346.408,-4.1,22.8,19.1,38.2,ssc,6.11,,,,,,,,,
2009-08-02,346.361,-4.7,22.2,17.8,36.8,ssc,6.157,,,,,,,,,
2009-08-03,346.333,-2.8,22.2,18.5,35.5,ssc,6.185,,,,,,,,,
2009-08-04,346.309,-2.4,22.2,17.1,27.9,scc,6.209,,,,,,,,,
2009-08-05,346.282,-2.7,22.2,16.4,33.5,sss,6.236,,,,,,,,,
2009-08-06,346.256,-2.6,22.2,15.9,31.1,ssc,6.262,,,,,,,,,
2009-08-07,346.229,-2.7,22.2,13.3,30.9,ssc,6.289,,,,,,,,,
2009-08-08,346.191,-3.8,22.2,12.3,28.4,scc,6.327,,,,,,,,,
2009-08-09,346.162,-2.9,21.7,13.2,26.5,scr,6.356,,,,,,,,,
2009-08-10,346.139,-2.3,21.7,12.9,26.8,scr,6.379,,,,,,,,,
2009-08-11,346.113,-2.6,21.7,15.7,30.8,ssc,6.405,,,,,,,,,
2009-08-12,346.089,-2.4,21.1,13.9,28.1,ssc,6.429,,,,,,,,,
2009-08-13,346.062,-2.7,21.1,11.5,26.7,ssc,6.456,,,,,,,,,
2009-08-14,346.033,-2.9,21.1,10.7,26.4,crr,6.485,,,,,,,,,
2009-08-15,346.006,-2.7,20.6,11.1,25.9,scr,6.512,,,,,,,,,
2009-08-16,345.978,-2.8,20.6,12.5,27.1,ssc,6.54,,,,,,,,,
2009-08-17,345.949,-2.9,20,12.6,38.2,ssc,6.569,,,,,,,,,
2009-08-18,345.928,-2.1,20.6,12.8,32.5,ssc,6.59,,,,,,,,,
2009-08-19,345.906,-2.2,21.1,13.7,33.3,ssc,6.612,,,,,,,,,
2009-08-20,345.885,-2.1,21.1,12.9,32.9,ssc,6.633,,,,,,,,,
2009-08-21,345.867,-1.8,21.1,11.8,33.8,ssc,6.651,,,,,,,,,
2009-08-22,345.849,-1.8,21.1,9.8,28.4,scr,6.669,,,,,,,,,
2009-08-23,345.835,-1.4,20.6,10.9,28.6,ssc,6.683,,,,,,,,,
2009-08-24,345.799,-3.6,20.6,7.7,28.9,ssc,6.719,,,,,,,,,
2009-08-25,345.765,-3.4,20.6,9.9,27.4,ssc,6.753,,,,,,,,,
2009-08-26,345.751,-1.4,19.4,9.8,25.5,scc,5.767,,,,,,,,,
2009-08-27,345.739,-1.2,19.4,10.3,26.9,scc,6.779,,,,,,,,,
2009-08-28,345.716,-2.3,19.4,9.4,32.4,ssc,6.802,,,,,,,,,
2009-08-29,345.688,-2.8,19.4,9.9,28.5,ssc,6.83,,,,,,,,,
2009-08-30,345.665,-2.3,19.4,9.8,27.6,ssc,6.853,,,,,,,,,
2009-08-31,345.648,-1.7,18.9,9.5,28.1,ssc,6.87,,,,,,,,,
2009-09-01,345.631,-1.7,18.9,7.2,26.6,scr,6.887,,,,,,,,,
2009-09-02,345.619,-1.2,18.9,7.9,26.8,ssc,6.899,,,,,,,,,
2009-09-03,345.605,-1.4,18.9,8.8,26.1,scc,6.913,,,,,,,,,
2009-09-04,345.592,-1.3,18.9,6.8,25.2,scr,6.926,,,,,,,,,
2009-09-05,345.578,-1.4,18.3,6.5,25.5,scr,6.94,,,,,,,,,
2009-09-06,345.566,-1.2,18.3,7.1,24.9,ccr,6.952,,,,,,,,,
2009-09-07,345.552,-1.4,18.3,7.7,24.7,scr,6.966,,,,,,,,,
2009-09-08,345.546,-0.6,18.9,6.8,25.1,scr,6.972,,,,,,,,,
2009-09-09,345.539,-0.7,18.3,8.4,26.7,ssc,6.979,,,,,,,,,
2009-09-10,345.525,-1.4,18.9,8.7,27.3,ssc,6.993,,,,,,,,,
2009-09-11,345.512,-1.3,18.9,9.6,27.5,ssc,7.006,,,,,,,,,
2009-09-12,345.508,-0.4,20,8.6,28.1,sss,7.01,,,,,,,,,
2009-09-13,345.492,-1.6,18.9,6.1,28.9,sss,7.026,,,,,,,,,
2009-09-14,345.483,-0.9,18.3,7.7,31.4,sss,7.035,,,,,,,,,
2009-09-15,345.471,-1.2,20.6,6.9,30.2,sss,7.047,,,,,,,,,
2009-09-16,345.459,-1.2,18.9,9.5,28.6,scr,7.059,,,,,,,,,
2009-09-17,345.448,-1.1,18.9,8.9,28.1,scc,7.07,,,,,,,,,
2009-09-18,345.438,-1,19.4,8.1,26.5,scr,7.08,,,,,,,,,
2009-09-19,345.427,-1.1,18.9,5.9,28.2,scr,7.091,,,,,,,,,
2009-09-20,345.412,-1.5,18.3,6.9,27.3,ssc,7.106,,,,,,,,,
